Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-12-03 00:00:00+05:30,389.44042896015526,392.97687761854445,386.84225234809884,391.6055908203125,852540,0.0,0.0
2015-12-04 00:00:00+05:30,389.6931000960649,393.04907491501604,385.3988531284801,387.0948791503906,938866,0.0,0.0
2015-12-07 00:00:00+05:30,386.84224320690447,394.42030953838304,386.22879831448813,393.08514404296875,788606,0.0,0.0
2015-12-08 00:00:00+05:30,393.30163861948813,394.05943641791845,381.5014807141391,383.0171203613281,1061492,0.0,0.0
2015-12-09 00:00:00+05:30,383.2336324848943,387.9248163100389,378.9754633927084,380.5993347167969,1223560,0.0,0.0
2015-12-10 00:00:00+05:30,382.800676154067,390.09003758972597,378.03729311314925,388.8270263671875,702931,0.0,0.0
2015-12-11 00:00:00+05:30,389.72919351412105,392.5439219763025,386.1927443232098,387.5279541015625,926348,0.0,0.0
2015-12-14 00:00:00+05:30,380.34676785939223,393.33773905762575,380.34676785939223,392.3634338378906,773988,0.0,0.0
2015-12-15 00:00:00+05:30,395.5029227498841,395.5029227498841,372.84087634444717,375.2586669921875,2697637,0.0,0.0
2015-12-16 00:00:00+05:30,377.1351566432044,383.2337055892974,375.36693205405265,377.7125244140625,1399927,0.0,0.0
2015-12-17 00:00:00+05:30,379.2641290340784,384.06358805873066,375.7276809053531,382.5118713378906,2067366,0.0,0.0
2015-12-18 00:00:00+05:30,379.408574839083,381.06852361293596,376.3773391366404,377.6403503417969,1534964,0.0,0.0
2015-12-21 00:00:00+05:30,374.8617329320812,378.47033627547694,371.0005009244475,376.6299133300781,874232,0.0,0.0
2015-12-22 00:00:00+05:30,378.1816057621042,380.2024146927516,374.5008482116512,374.9699401855469,666767,0.0,0.0
2015-12-23 00:00:00+05:30,378.9033267548182,378.9394039758715,372.84085590660874,373.8873596191406,697224,0.0,0.0
2015-12-24 00:00:00+05:30,375.2947143756651,376.5577254336601,372.4078319573907,373.0934753417969,453150,0.0,0.0
2015-12-28 00:00:00+05:30,372.44391819174405,375.65558376987155,369.80966435151026,374.42864990234375,1083432,0.0,0.0
2015-12-29 00:00:00+05:30,375.9803675161233,376.7381653605179,373.85128286733385,374.53692626953125,570433,0.0,0.0
2015-12-30 00:00:00+05:30,374.9338274160867,381.06845211875606,374.7533972777729,379.0115661621094,1227498,0.0,0.0
2015-12-31 00:00:00+05:30,377.67643896272585,379.62509369097876,375.5473540568632,376.4856262207031,421683,0.0,0.0
2016-01-01 00:00:00+05:30,378.8311204815938,378.8311204815938,374.21209151013335,375.33074951171875,312042,0.0,0.0
2016-01-04 00:00:00+05:30,375.3307869469745,376.2329376915112,364.4689007928188,372.696533203125,2684305,0.0,0.0
2016-01-05 00:00:00+05:30,373.0934896849776,377.67639808004117,372.8408610334686,376.666015625,1707124,0.0,0.0
2016-01-06 00:00:00+05:30,376.738177997633,380.34678123515823,375.87210441056044,378.9754943847656,1456740,0.0,0.0
2016-01-07 00:00:00+05:30,376.08865240609424,377.06300181563915,363.7472456212233,368.6549377441406,2014798,0.0,0.0
2016-01-08 00:00:00+05:30,372.4078663167076,379.80550319606084,370.0622741354493,376.8464660644531,1426135,0.0,0.0
