Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-03 00:00:00+05:30,96.94527535817858,107.22057544327707,95.16719924786454,95.53353881835938,141945858,0.0,0.0
2017-02-06 00:00:00+05:30,96.58787868006692,97.19546089785717,91.41448469118177,91.95951843261719,19796400,0.0,0.0
2017-02-07 00:00:00+05:30,92.03098926998486,92.56262364986009,89.46663087161468,89.95806121826172,11647314,0.0,0.0
2017-02-08 00:00:00+05:30,90.51204056429235,92.4643443896795,89.23432770412856,91.36980438232422,10684044,0.0,0.0
2017-02-09 00:00:00+05:30,91.58424770694722,91.91484969423581,89.98934435517582,90.24845886230469,4200156,0.0,0.0
2017-02-10 00:00:00+05:30,90.67287697516329,91.49490326293605,89.61854091102364,89.7972412109375,3787821,0.0,0.0
2017-02-13 00:00:00+05:30,90.15465569402639,90.28421296245746,89.21647136983532,89.5113296508789,4534749,0.0,0.0
2017-02-14 00:00:00+05:30,89.788307585583,91.04814867723177,89.17178634115314,89.70789337158203,4616037,0.0,0.0
2017-02-15 00:00:00+05:30,89.5291901106856,90.23505841335583,87.35796959323717,87.71537017822266,4000185,0.0,0.0
2017-02-16 00:00:00+05:30,87.83151836513443,88.20679077821424,85.8658092310271,86.12492370605469,3511584,0.0,0.0
2017-02-17 00:00:00+05:30,86.75930557428703,87.38475955989807,86.13385772388601,86.4197769165039,2282085,0.0,0.0
2017-02-20 00:00:00+05:30,86.4197938056547,87.24182008099477,86.05345420848464,86.7727279663086,1796481,0.0,0.0
2017-02-21 00:00:00+05:30,87.11673689375627,88.89480715414894,86.82187861667347,87.94322967529297,3005523,0.0,0.0
2017-02-22 00:00:00+05:30,88.19019113805825,88.60778904684301,87.22925345755266,87.49418640136719,1224666,0.555556,0.0
2017-02-23 00:00:00+05:30,87.54356736892733,87.7186908368978,86.66346079055658,86.7442855834961,1080675,0.0,0.0
2017-02-27 00:00:00+05:30,86.39405038721988,87.00024566644373,85.53190681230647,85.68457794189453,1862262,0.0,0.0
2017-02-28 00:00:00+05:30,85.7698931061518,86.6544889912088,84.59791193533731,85.0424575805664,1903968,0.0,0.0
2017-03-01 00:00:00+05:30,84.86732988248812,85.67559016708324,83.69984417508108,83.88843536376953,2185749,0.0,0.0
2017-03-02 00:00:00+05:30,84.29256749137785,84.64281444515652,82.17312881371794,82.3707046508789,2698371,0.0,0.0
2017-03-03 00:00:00+05:30,82.17313768598288,82.34377194254868,79.61364850364549,79.99083709716797,7549470,0.0,0.0
2017-03-06 00:00:00+05:30,79.92797076585786,85.7429601514341,79.92797076585786,85.0649185180664,11163825,0.0,0.0
2017-03-07 00:00:00+05:30,85.6755918632473,86.64550175734863,84.06804973951421,84.30155181884766,4231584,0.0,0.0
2017-03-08 00:00:00+05:30,84.40932323610222,84.73262860888197,82.7074823316457,82.96792602539062,1737693,0.0,0.0
2017-03-09 00:00:00+05:30,82.96792504970045,86.30424356827271,82.38418215657762,84.86284637451172,6647049,0.0,0.0
2017-03-10 00:00:00+05:30,85.31636514124479,85.75641536125643,83.75372776155177,84.11295318603516,1745559,0.0,0.0
2017-03-14 00:00:00+05:30,85.76540539766788,86.21443412323674,84.41830072135025,84.86284637451172,2045439,0.0,0.0
2017-03-15 00:00:00+05:30,84.98857500806078,86.36261510366266,84.427284482072,84.89876556396484,2616714,0.0,0.0
2017-03-16 00:00:00+05:30,85.31187138019496,85.52291491842077,84.68771307582952,84.88977813720703,1147203,0.0,0.0
2017-03-17 00:00:00+05:30,84.97510902828776,86.08871170604567,84.54403722291494,84.7685546875,2831787,0.0,0.0
2017-03-20 00:00:00+05:30,85.31636265632655,85.31636265632655,83.96925810394458,84.27011108398438,1044504,0.0,0.0
2017-03-21 00:00:00+05:30,84.54401988213915,85.04693791301047,84.05906497138075,84.3105239868164,1899927,0.0,0.0
2017-03-22 00:00:00+05:30,84.41830047630673,84.41830047630673,83.6100401394771,83.9153823852539,1141722,0.0,0.0
2017-03-23 00:00:00+05:30,84.25664198362638,84.6158673917431,83.76719166102123,84.2027587890625,1176894,0.0,0.0
2017-03-24 00:00:00+05:30,84.38238195512332,85.61272943879237,84.05907658111929,84.871826171875,2735424,0.0,0.0
2017-03-27 00:00:00+05:30,84.92570621428854,85.13675593893937,83.89292845141797,84.03662109375,1183950,0.0,0.0
2017-03-28 00:00:00+05:30,84.31950751532787,84.77303161796227,84.07703312868975,84.35094451904297,830043,0.0,0.0
2017-03-29 00:00:00+05:30,84.3868734884713,87.29212036140785,84.14888831541488,85.43761444091797,4493691,0.0,0.0
2017-03-30 00:00:00+05:30,86.03931729049987,87.20680933354345,85.76990126763691,86.81614685058594,2619000,0.0,0.0
2017-03-31 00:00:00+05:30,86.91492651480364,88.10037540226688,86.66795671188694,87.79952239990234,2490912,0.0,0.0
2017-04-03 00:00:00+05:30,88.36980111694814,88.70208497125304,87.57051923776869,87.78156280517578,1166247,0.0,0.0
2017-04-05 00:00:00+05:30,88.53145236602133,88.99845039956911,87.83095839896829,87.9566879272461,1393713,0.0,0.0
2017-04-06 00:00:00+05:30,88.01055864222741,88.09138960121633,86.94186088677006,87.18434143066406,644769,0.0,0.0
2017-04-07 00:00:00+05:30,87.11251364512357,90.20186270171979,86.75328815789847,89.08377075195312,2326770,0.0,0.0
2017-04-10 00:00:00+05:30,89.3576785448418,92.9454563643627,89.3576785448418,92.50989532470703,4795848,0.0,0.0
2017-04-11 00:00:00+05:30,92.94993899372042,94.38684694835933,91.42771699953748,93.72676849365234,3087342,0.0,0.0
2017-04-12 00:00:00+05:30,93.93781349349219,94.72811072234664,92.06085526251145,94.09048461914062,2521710,0.0,0.0
2017-04-13 00:00:00+05:30,93.39897861800691,94.29704228107269,92.14168332317747,92.4649887084961,1269603,0.0,0.0
