Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-12-03 00:00:00+05:30,16.634567586563364,17.050125453783117,16.634567586563364,16.866790771484375,40032,0.0,0.0
2015-12-04 00:00:00+05:30,16.866794060669655,17.453465531427515,16.487901564040545,16.756793975830078,66368,0.0,0.0
2015-12-07 00:00:00+05:30,16.84234980459166,17.23346349677117,16.744570915302482,16.756793975830078,14028,0.0,0.0
2015-12-08 00:00:00+05:30,16.85456816180308,17.06234896591837,16.500121845918542,16.622344970703125,31592,0.0,0.0
2015-12-09 00:00:00+05:30,16.671234450710042,16.69568056907976,15.889007152280858,15.999007225036621,29020,0.0,0.0
2015-12-10 00:00:00+05:30,15.889005442612044,16.81790189140162,15.779005381692368,16.011228561401367,21944,0.0,0.0
2015-12-11 00:00:00+05:30,16.03567622828842,16.133455117145346,15.424560504154128,15.840120315551758,48400,0.0,0.0
2015-12-14 00:00:00+05:30,15.412337937325816,16.37790094046275,15.339004239015487,15.66900634765625,1432228,0.0,0.0
2015-12-15 00:00:00+05:30,15.864561962045926,17.050125898864035,15.779006147735172,16.830123901367188,170424,0.0,0.0
2015-12-16 00:00:00+05:30,17.07457527313592,17.34346585519762,16.133457303431253,16.42679214477539,33576,0.0,0.0
2015-12-17 00:00:00+05:30,16.451233678836665,16.72012418587294,16.170120113080916,16.439010620117188,81120,0.0,0.0
2015-12-18 00:00:00+05:30,16.63456949405478,17.233462112248485,16.500123298961316,16.659013748168945,105716,0.0,0.0
2015-12-21 00:00:00+05:30,16.63456965729936,17.600131691612262,16.622346597633804,17.367908477783203,55864,0.0,0.0
2015-12-22 00:00:00+05:30,17.33123911165118,17.661241168799467,17.111237118560037,17.221237182617188,216076,0.0,0.0
2015-12-23 00:00:00+05:30,17.17234960250475,17.771242187846877,17.111238038083023,17.147905349731445,38004,0.0,0.0
2015-12-24 00:00:00+05:30,17.380129328346985,17.575687089261482,16.891236791037777,17.135683059692383,232636,0.0,0.0
2015-12-28 00:00:00+05:30,17.465684264185775,17.600130451122624,16.866791682325847,17.001237869262695,55808,0.0,0.0
2015-12-29 00:00:00+05:30,17.123462100695082,17.306796804706906,16.86679276908771,17.013460159301758,47692,0.0,0.0
2015-12-30 00:00:00+05:30,16.695679694833665,17.35568382676203,16.695679694833665,16.769012451171875,95644,0.0,0.0
2015-12-31 00:00:00+05:30,17.221238223176535,17.221238223176535,16.805680328321547,17.086793899536133,17852,0.0,0.0
2016-01-01 00:00:00+05:30,17.319015173068724,17.35568248088284,16.793455401004387,17.294570922851562,45824,0.0,0.0
2016-01-04 00:00:00+05:30,17.355686678205217,17.355686678205217,16.866794095720564,17.11124038696289,51492,0.0,0.0
2016-01-05 00:00:00+05:30,17.11124038696289,17.245686593137048,16.927905668531146,17.11124038696289,522740,0.0,0.0
2016-01-06 00:00:00+05:30,17.355683595421258,17.355683595421258,16.74456797586417,16.8912353515625,198820,0.0,0.0
2016-01-07 00:00:00+05:30,16.842348004188626,16.842348004188626,16.133453463842567,16.280120849609375,103040,0.0,0.0
2016-01-08 00:00:00+05:30,16.402342758931347,16.793456380139894,16.32901000400423,16.536788940429688,56388,0.0,0.0
2016-01-11 00:00:00+05:30,16.536789258635533,16.817902820374243,16.13345257135625,16.769012451171875,35560,0.0,0.0
2016-01-12 00:00:00+05:30,16.61012314763298,17.184573368827483,16.133453671510964,16.365676879882812,72496,0.0,0.0
2016-01-13 00:00:00+05:30,16.54901143507253,16.720124939978145,15.326781039565216,15.656784057617188,74432,0.0,0.0
2016-01-14 00:00:00+05:30,15.889006843862608,16.133453102998956,15.461225890374,15.766783714294434,30952,0.0,0.0
2016-01-15 00:00:00+05:30,15.889006107798936,15.889006107798936,14.935665368335627,15.021222114562988,20112,0.0,0.0
2016-01-18 00:00:00+05:30,15.15566776212165,15.15566776212165,14.275661619897067,14.495662689208984,49468,0.0,0.0
2016-01-19 00:00:00+05:30,14.422329716664313,15.021223255803159,14.226772890054702,14.617886543273926,61768,0.0,0.0
2016-01-20 00:00:00+05:30,16.011229996598672,16.011229996598672,13.68899053144314,14.03121566772461,96772,0.0,0.0
2016-01-21 00:00:00+05:30,14.055660456985578,14.52010874073355,13.688991053759867,14.141216278076172,38644,0.0,0.0
2016-01-22 00:00:00+05:30,14.54455282672701,14.666775959724717,13.627879329244216,14.12899398803711,116480,0.0,0.0
2016-01-25 00:00:00+05:30,14.911221759638527,14.911221759638527,13.933436726219607,14.165660858154297,81220,0.0,0.0
2016-01-27 00:00:00+05:30,14.666775839974942,15.449004071271306,13.75010234997651,14.3978853225708,26500,0.0,0.0
2016-01-28 00:00:00+05:30,14.54455150300703,14.54455150300703,14.177882137385005,14.31232738494873,23384,0.0,0.0
2016-01-29 00:00:00+05:30,14.251216625802398,14.434551318928042,14.031215553544707,14.092327117919922,25216,0.0,0.0
2016-02-01 00:00:00+05:30,14.006771133124,14.422329980064232,13.957881692456587,14.08010482788086,33816,0.0,0.0
2016-02-02 00:00:00+05:30,13.933436671558388,14.373439748373064,13.762324104883662,13.884547233581543,16084,0.0,0.0
